fir_id,crime_type,severity,status,date,time,area,city,state,lat,lng,crime_description,victim_name,victim_gender,victim_age,victim_contact,victim_email,victim_address
FIR100692,Assault,Medium,Active,2025-07-15,05:57:14,Bandra East Ext Ext,Mumbai,Maharashtra,19.060761419838457,72.85548403403375,Beatae veritatis officiis fugit ab et molestias saepe nemo tempora illo.,Aadi Narula,Other,57,+919626265826,dhruv29@example.org,"93, Ahluwalia Chowk, Korba-503139"
FIR100693,Vandalism,Medium,Pending,2025-01-27,13:00:22,Bandra West Ext,Mumbai,Maharashtra,19.067597824036316,72.84935436255697,Fuga officiis laudantium ratione pariatur ipsum repellendus ut repellendus quaerat harum.,Kalpit Oak,Female,49,+911281964825,borraaditya@example.net,"H.No. 85, Goyal Nagar, Ranchi-190193"
FIR100694,Domestic Violence,Low,Active,2025-08-16,05:54:44,Cuffe Parade,Mumbai,Maharashtra,18.910269204379617,72.82469144717213,Laboriosam hic natus commodi magnam qui exercitationem odit nesciunt est sunt.,Ekiya Bhargava,Male,78,+911106092098,omekavir@example.org,"H.No. 93, Sur Chowk, Mahbubnagar-000295"
FIR100695,Kidnapping,Critical,Active,2026-01-21,06:06:34,Goregaon West Ext,Mumbai,Maharashtra,19.155504563060642,72.85778245374884,Architecto facilis enim numquam maxime minus nihil magnam voluptatum.,Manbir Dhar,Other,49,+919602752334,ynarayanan@example.net,"22, Puri Path, Kumbakonam-855940"
FIR100696,Cybercrime,Critical,Pending,2025-12-06,04:26:01,Lower Parel,Mumbai,Maharashtra,19.000808785810076,72.83326165188834,Facere qui consequuntur a aspernatur praesentium facere aliquam tempora cumque repudiandae iusto perspiciatis officia.,Janya Bora,Female,47,+918364041209,daradaksh@example.net,"045, Deshpande Ganj, Gwalior-778145"
FIR100697,Domestic Violence,Low,Resolved,2025-08-24,15:44:09,Dadar,Mumbai,Maharashtra,19.021158259279105,72.84299155485552,Quos eius aperiam reiciendis consequuntur impedit vero dicta alias cum sint ducimus animi.,Meghana Chaudhuri,Female,69,+911791124421,ryanbumb@example.org,"43, Arya Chowk, Srikakulam-539117"
FIR100698,Assault,Critical,Active,2025-10-20,04:16:19,Malad East Ext Ext Ext,Mumbai,Maharashtra,19.176646655193952,72.8670790363611,Molestias deleniti necessitatibus tempore doloribus accusantium aspernatur ullam.,Chasmum Naidu,Other,66,+917536170617,chandaarush@example.com,"65, Padmanabhan Nagar, Chittoor-120928"
FIR100699,Vandalism,Low,Active,2025-11-02,19:38:32,Jogeshwari West Ext Ext,Mumbai,Maharashtra,19.147856675592667,72.83997211569438,Ea accusantium explicabo magnam eum minima eum consequatur enim corrupti hic exercitationem eius illum itaque.,Nakul Sarkar,Other,30,1366572240,shivanshbedi@example.net,"80, Borah Marg, Bhatpara 311678"
FIR100700,Assault,Low,Active,2025-11-11,00:49:35,Lower Parel,Mumbai,Maharashtra,19.000411228158516,72.84035244051834,Expedita provident minima et vel vero sunt dicta magnam quae at.,Edhitha Ghosh,Male,18,+919901557998,ramekani@example.net,"76, Nayak Ganj, Bhavnagar-371859"
FIR100701,Fraud,Low,Resolved,2025-11-09,00:00:34,Ghatkopar West,Mumbai,Maharashtra,19.08754650686866,72.90534425600012,Eveniet voluptas veritatis totam inventore soluta omnis dignissimos sapiente quae.,Udant Gill,Female,51,+912841390808,vamakshihora@example.net,"684, Pillai Circle, Muzaffarnagar-114294"
FIR100702,Theft,Medium,Resolved,2025-10-14,00:37:26,Cuffe Parade Ext,Mumbai,Maharashtra,18.91135582958423,72.82082400713908,Explicabo suscipit modi optio architecto officiis unde eveniet placeat temporibus possimus nobis quibusdam voluptatibus quod.,Damyanti Menon,Female,79,2351305231,egrewal@example.com,"H.No. 037, Korpal Path, Latur-324659"
FIR100703,Kidnapping,Critical,Pending,2025-04-13,06:38:51,Colaba,Mumbai,Maharashtra,18.91045883083517,72.81000103872212,Consectetur similique vel esse iusto provident cumque deserunt reiciendis placeat modi consequuntur minima.,Peter Agarwal,Female,32,2447315847,savantqasim@example.net,"32/78, Chauhan Road, Begusarai-765915"
FIR100704,Drug Offense,Low,Resolved,2025-06-17,00:55:02,Navi Mumbai,Mumbai,Maharashtra,19.033390945527362,73.03431492324574,Saepe laborum nihil deleniti laboriosam quas non voluptates at soluta consectetur voluptates.,Bachittar Gopal,Other,61,7686342346,buchpatrick@example.org,"H.No. 114, Rama Nagar, Ujjain-642673"
FIR100705,Theft,Critical,Pending,2025-07-13,14:33:58,Kurla West Ext Ext,Mumbai,Maharashtra,19.057015507253542,72.88131567126335,Repellendus non animi ratione nulla sequi qui sint saepe deleniti veritatis iste aut consectetur.,Timothy Chawla,Male,31,+919942376769,maanas89@example.org,"724, Pai Path, Kulti 565697"
FIR100706,Drug Offense,Medium,Pending,2025-02-23,05:54:22,Goregaon West Ext,Mumbai,Maharashtra,19.157322131895416,72.85085170812597,Odio nemo odio tempore quasi fugit repudiandae repellendus quam impedit delectus alias.,Lohit Narula,Female,74,4591966395,borraraghav@example.org,"78/49, Dutta Marg, Alwar-510462"
FIR100707,Vandalism,Low,Resolved,2025-10-11,14:12:41,Andheri West Ext,Mumbai,Maharashtra,19.122826890873785,72.8280418089126,Excepturi illum odio doloremque distinctio perspiciatis alias culpa deleniti consectetur consectetur dolores modi.,Wazir Palan,Other,46,01720849649,vedant26@example.net,"92, Sahota, Yamunanagar 120627"
FIR100708,Murder,High,Pending,2026-01-19,20:14:42,Jogeshwari East Ext Ext Ext Ext Ext,Mumbai,Maharashtra,19.127347430191055,72.83991423970818,Accusamus amet libero et sequi quidem saepe aperiam earum cum consequuntur.,Oliver Chakrabarti,Female,51,8560125625,nitara84@example.org,"935, Sastry Nagar, Bardhaman-212914"
FIR100709,Cybercrime,Medium,Resolved,2025-06-04,20:15:09,Borivali East,Mumbai,Maharashtra,19.231655467505156,72.85828499968292,Minus deleniti veniam aliquid eius accusamus veritatis nobis qui doloribus delectus.,Sanya Apte,Male,35,+911355251050,wkrishna@example.net,"H.No. 223, Tak Road, Jamalpur-457972"
FIR100710,Burglary,High,Pending,2025-09-26,04:51:04,Jogeshwari East Ext Ext Ext Ext Ext Ext,Mumbai,Maharashtra,19.10269270828774,72.85122848863118,Sequi odit sunt non iure consequuntur earum.,Shaurya Krish,Female,71,5379538164,abhimanyukrishnamurthy@example.com,"40/70, Karpe Ganj, Tiruchirappalli 782337"
FIR100711,Theft,Critical,Resolved,2025-05-28,23:29:20,Bandra East Ext,Mumbai,Maharashtra,19.069678298946314,72.8586490393125,Unde dicta ad nulla iusto atque nam doloremque eveniet porro vel.,Inaya Kunda,Male,24,3831849196,dhruvbhatia@example.org,"45/16, Ratta Chowk, Ahmedabad-363286"
FIR100712,Kidnapping,Critical,Resolved,2025-10-11,09:22:22,Andheri East,Mumbai,Maharashtra,19.117825101810855,72.867571614629,Quidem laborum occaecati dolore ipsa exercitationem ipsam aperiam consectetur.,Aarav Bava,Male,46,6553307704,upadmanabhan@example.org,"H.No. 122, Bawa Nagar, Ambala-264833"
FIR100713,Assault,Medium,Pending,2025-12-22,10:03:48,Goregaon East Ext Ext,Mumbai,Maharashtra,19.159519182765273,72.87662105790547,Labore dolore eum nam autem iusto atque tenetur illo autem tempora doloribus.,Raksha Saini,Female,72,01172959639,rbuch@example.net,"96, Upadhyay Nagar, Panvel-713605"
FIR100714,Kidnapping,Critical,Active,2025-03-16,19:36:38,Kurla West Ext,Mumbai,Maharashtra,19.079488781205946,72.89342815445985,Reiciendis neque sit non debitis provident rerum vitae exercitationem ut.,Odika Tailor,Female,48,+914090742608,varora@example.net,"92, Prabhakar Nagar, Parbhani 132495"
FIR100715,Vandalism,High,Pending,2025-11-02,02:11:16,Jogeshwari East Ext Ext,Mumbai,Maharashtra,19.124240645627342,72.84576997386019,Dignissimos ducimus sequi odio necessitatibus ipsa labore sequi.,Indali Prashad,Male,78,0501716445,nagarjanaki@example.net,"H.No. 00, Chokshi Zila, Jalna 175808"
FIR100716,Drug Offense,Low,Resolved,2026-01-11,21:18:15,Malad East,Mumbai,Maharashtra,19.174441987196364,72.86271616042106,Voluptas officia ex debitis enim ipsum deleniti provident rerum architecto consectetur sint sint dolore ullam.,Varenya Kar,Other,42,06185790647,lalaeiravati@example.com,"89/04, Bir Road, Ichalkaranji 431566"
FIR100717,Assault,Low,Active,2025-05-23,07:14:00,Kandivali West Ext,Mumbai,Maharashtra,19.195557909622043,72.86237754281953,Autem voluptates expedita doloribus possimus facere iure ullam veniam reiciendis assumenda qui in perferendis voluptatem alias.,Siya Borah,Male,55,01591030021,varsha57@example.com,"35/381, Varma Road, Morena 755803"
FIR100718,Burglary,Low,Pending,2025-08-11,02:54:15,Jogeshwari East Ext Ext Ext,Mumbai,Maharashtra,19.126131850313257,72.83402718027669,Sequi quam eveniet at a eius dolorum hic soluta hic enim distinctio cum.,Chaitaly Bahri,Female,31,06321358004,imunshi@example.net,"H.No. 685, Manda Marg, Bhubaneswar 784019"
FIR100719,Burglary,Medium,Pending,2025-05-27,16:33:53,Malad East Ext,Mumbai,Maharashtra,19.179580055940196,72.86185173754578,Repellat in at corporis porro voluptatem provident occaecati iure corrupti ullam vero id magnam eum.,Advika Cheema,Female,25,+911041459642,vedantgarde@example.org,"16, Vyas, Karawal Nagar 611586"
FIR100720,Theft,Critical,Pending,2025-10-12,00:27:29,Malad East Ext,Mumbai,Maharashtra,19.18685876566021,72.8617536994389,Magni sed magni sunt ipsum molestias pariatur autem nobis dolor molestiae fuga aliquam aliquam.,Hema Garde,Other,44,+919712529671,nimrat77@example.com,"H.No. 199, Rajan Chowk, Raurkela Industrial Township-326170"
FIR100721,Vandalism,High,Active,2025-07-04,11:49:09,Dadar Ext Ext,Mumbai,Maharashtra,19.02836942388835,72.84731744075002,Tempore pariatur distinctio voluptate exercitationem quasi incidunt.,Naveen Borde,Male,71,8397745731,dsheth@example.com,"H.No. 83, Gupta Path, Raurkela Industrial Township 956572"
FIR100722,Murder,Critical,Resolved,2025-06-02,06:28:19,Ghatkopar West Ext,Mumbai,Maharashtra,19.091394264311372,72.90788693304384,Ut suscipit eligendi fuga impedit laboriosam mollitia est iure adipisci enim rem odit dolore.,Hamsini Subramanian,Male,19,04158331170,luckyrajan@example.com,"H.No. 33, Upadhyay, Ichalkaranji 662177"
FIR100723,Vandalism,Critical,Pending,2025-07-02,11:42:39,Goregaon East Ext Ext,Mumbai,Maharashtra,19.170769755827838,72.86138751860595,Reprehenderit explicabo ratione quis impedit sint eligendi reprehenderit aperiam eos illum.,Raagini Gala,Male,34,+910376371539,dewanedhitha@example.com,"H.No. 584, Sangha Marg, Mahbubnagar 030285"
FIR100724,Drug Offense,Critical,Pending,2025-10-24,02:40:51,Kurla West Ext Ext Ext,Mumbai,Maharashtra,19.075979839496423,72.88243017991498,Ex iure libero et voluptates architecto voluptatibus facilis ratione sapiente.,Naksh Bera,Female,54,8547281235,mugdhapau@example.org,"27, Sani Marg, Rohtak-150252"
FIR100725,Kidnapping,Low,Pending,2025-05-21,09:01:35,Mulund East Ext Ext,Mumbai,Maharashtra,19.180428970146068,72.95769029401337,Id perferendis facere repellendus facere neque eveniet illum aliquam ut ullam ullam dolorem dolor.,Garima Jha,Male,31,07983631462,jgera@example.net,"13, Sibal Nagar, Chennai 207382"
FIR100726,Burglary,High,Pending,2025-08-30,06:04:41,Dadar,Mumbai,Maharashtra,19.017026291970136,72.84722798136545,Corrupti necessitatibus hic earum ducimus consequuntur ab cum voluptas consectetur at eaque.,Nimrat Zachariah,Other,42,4912711307,teerthchandran@example.org,"71, Thaker Zila, Kolhapur-278630"
FIR100727,Kidnapping,High,Pending,2025-03-17,20:25:21,Kandivali West Ext,Mumbai,Maharashtra,19.207321432623164,72.85206163468943,Laboriosam nesciunt fuga quam iste consectetur laborum impedit earum eligendi vel esse.,Baghyawati Mishra,Female,73,+914078754181,jsodhi@example.com,"12, Bava Zila, Alwar 344730"
FIR100728,Kidnapping,Critical,Resolved,2025-04-11,16:41:49,Andheri West Ext,Mumbai,Maharashtra,19.125704131310027,72.82882071186009,Delectus sed aliquid aspernatur ratione culpa nihil consequuntur.,Gopal Bawa,Female,47,06326868507,rudra07@example.com,"77/196, Soman Zila, Gandhinagar 965667"
FIR100729,Kidnapping,Low,Resolved,2025-07-09,15:42:48,Mulund West,Mumbai,Maharashtra,19.173826213330987,72.94584571790256,Nulla dicta odit corrupti tempora perferendis non.,Vritti Dube,Male,46,05106634362,chavvimall@example.org,"H.No. 996, Keer Circle, Tumkur-009522"
FIR100730,Burglary,Low,Pending,2025-10-12,17:25:09,Kurla West Ext,Mumbai,Maharashtra,19.078635869795267,72.89438405693903,Non fuga assumenda voluptatibus pariatur vel necessitatibus tempore nam.,Jalsa Aggarwal,Other,37,4897861031,vidhitata@example.com,"65/379, Gopal Ganj, Hubli–Dharwad 439070"
FIR100731,Domestic Violence,High,Active,2025-06-23,18:40:35,Ghatkopar East,Mumbai,Maharashtra,19.075816139677567,72.91655733072005,Itaque inventore officia nihil eveniet nobis ullam.,Gagan Menon,Female,38,+911009431814,fdutta@example.net,"36, Comar Nagar, Kumbakonam 150101"
FIR100732,Fraud,Low,Resolved,2025-10-17,03:45:52,Powai,Mumbai,Maharashtra,19.11840941008158,72.90432508931553,Molestiae distinctio voluptatum eos libero itaque numquam amet voluptate magni est id voluptatem fugiat.,Ryan Chatterjee,Female,78,+919666134732,pandithitesh@example.org,"00, Bali Circle, Rewa-893475"
FIR100733,Drug Offense,Low,Active,2025-11-13,13:26:39,Kurla West Ext,Mumbai,Maharashtra,19.0794874770977,72.8943155174249,Porro dolore ut reprehenderit perspiciatis natus est maxime magni soluta quia.,Samuel Garde,Male,70,+915494012897,vansha94@example.org,"548, Jhaveri Circle, Pallavaram-921496"
FIR100734,Domestic Violence,Low,Resolved,2026-01-12,05:03:09,Jogeshwari East Ext Ext Ext Ext Ext,Mumbai,Maharashtra,19.113486935089547,72.83923543458107,Minus excepturi debitis ratione incidunt necessitatibus recusandae.,Finn Solanki,Male,39,4325122572,zilmiltalwar@example.org,"H.No. 63, Sachdev Circle, Anantapuram-203172"
FIR100735,Drug Offense,Medium,Pending,2025-04-04,14:26:25,Goregaon West Ext,Mumbai,Maharashtra,19.16863938640457,72.85753789140931,Fugit quibusdam corporis rem quod eveniet quasi culpa doloribus veniam quaerat sunt.,Darika Rao,Other,52,+917650241209,aswaminathan@example.com,"H.No. 28, Mukherjee Street, Siwan-492724"
FIR100736,Assault,Critical,Resolved,2025-09-23,05:14:21,Ghatkopar West Ext,Mumbai,Maharashtra,19.09669381207534,72.89961375447504,Reprehenderit non cumque vero quas earum debitis quos perspiciatis ducimus dolorum soluta inventore id aliquid.,Vrinda Lanka,Male,54,07907371009,hamsinimukhopadhyay@example.net,"H.No. 208, Bawa Marg, Avadi 051908"
FIR100737,Vandalism,High,Pending,2025-09-05,05:45:45,Navi Mumbai Ext,Mumbai,Maharashtra,19.02505232481913,73.02377201874799,Vel error quas harum molestias voluptatem sit id.,Lila Goyal,Other,33,4388221145,mdara@example.org,"271, Jain Marg, Davanagere 563693"
FIR100738,Vandalism,High,Resolved,2025-05-23,04:16:51,Cuffe Parade Ext Ext Ext,Mumbai,Maharashtra,18.909842607592335,72.82707913931203,Repellendus harum qui maxime maxime iusto voluptatem vitae earum dolorum tempora ducimus accusantium doloribus.,Lakshmi Pingle,Female,67,07584745705,harita52@example.com,"H.No. 009, Vora Nagar, Amritsar 810480"
FIR100739,Cybercrime,Medium,Pending,2025-07-03,08:07:06,Cuffe Parade Ext,Mumbai,Maharashtra,18.9164500213787,72.82705393349845,Facere maxime incidunt provident impedit assumenda pariatur earum sed voluptate dolorem omnis sit molestias molestias commodi.,Sanaya Basu,Other,75,05897148026,bbhatnagar@example.com,"H.No. 41, Gole Path, Berhampur-437661"
FIR100740,Vandalism,Critical,Pending,2025-08-27,23:11:47,Colaba Ext,Mumbai,Maharashtra,18.89856940302236,72.81466227390524,Qui eaque in architecto consequatur rerum ullam laudantium laudantium voluptas dolorum voluptas mollitia a quod soluta.,Ria Shroff,Other,66,+912570396531,omisha33@example.com,"28, Vala Nagar, Kolhapur-681594"
FIR100741,Burglary,High,Pending,2025-12-16,08:56:21,Jogeshwari East Ext Ext Ext Ext,Mumbai,Maharashtra,19.125364928666592,72.83089295720096,Ut adipisci harum atque quisquam debitis ab corrupti neque.,Upkaar Luthra,Other,60,+916148782455,dhritisoni@example.com,"05, Borah Ganj, Vadodara-833096"
FIR100742,Murder,Low,Pending,2025-01-27,18:27:16,Jogeshwari East Ext Ext Ext,Mumbai,Maharashtra,19.13092089197681,72.83639092147538,Corrupti asperiores deserunt repellendus hic quis dolor architecto quisquam nisi debitis cumque.,Matthew Chatterjee,Female,34,09644309859,garima32@example.com,"79/84, Chandra Street, Aizawl-693765"
FIR100743,Theft,High,Active,2025-05-25,00:00:40,Borivali East Ext,Mumbai,Maharashtra,19.21618159557489,72.8483674310642,Delectus commodi nisi incidunt deleniti rerum delectus.,Hemangini Sachdev,Male,33,+916795410727,warjaskrish@example.com,"76, Chaudhari Chowk, Nangloi Jat 288363"
FIR100744,Cybercrime,Low,Pending,2025-05-18,04:33:49,Bhandup Ext Ext,Mumbai,Maharashtra,19.165348906767573,72.93773227526735,Nobis tempore veniam atque quo laborum eum temporibus possimus accusamus praesentium porro.,Darsh Ram,Female,75,2849824741,ubahl@example.net,"H.No. 162, Ratti Chowk, Guntakal-266678"
FIR100745,Theft,Medium,Active,2025-04-18,23:37:57,Goregaon West Ext,Mumbai,Maharashtra,19.163357374239453,72.85161543781007,Odit quibusdam aspernatur iure sit sapiente sunt reprehenderit cupiditate eos est dolores voluptatibus quos magni quod.,Vaishnavi Keer,Male,72,00703491074,rajagopalanmanbir@example.net,"61, Nair Marg, Gaya 749935"
FIR100746,Drug Offense,Low,Active,2025-07-12,09:39:01,Wadala Ext,Mumbai,Maharashtra,19.026756423443842,72.86063576993762,Fuga asperiores eligendi laudantium ipsa beatae iure numquam.,Chandani Brar,Other,19,+916500425488,finn87@example.com,"H.No. 59, Srinivasan Chowk, Saharanpur 597640"
FIR100747,Theft,High,Pending,2025-11-28,20:34:03,Sion,Mumbai,Maharashtra,19.03592422298207,72.86267891112695,Iste consequatur consequuntur voluptas temporibus sapiente amet numquam omnis quasi maxime similique molestias quas eligendi.,Bakhshi Thakkar,Other,21,+911423691430,ekalinga76@example.org,"80/501, Dash Road, Moradabad-578939"
FIR100748,Theft,High,Active,2025-09-09,14:04:38,Bhandup Ext,Mumbai,Maharashtra,19.15080415841358,72.9346540802237,Odit debitis dignissimos beatae pariatur accusamus fugiat nobis quae debitis praesentium molestias consequuntur quasi expedita.,Jai Sen,Other,38,05366614494,luke50@example.com,"56/51, Walia Circle, Jodhpur 486005"
FIR100749,Cybercrime,High,Resolved,2025-09-19,10:46:48,Chembur,Mumbai,Maharashtra,19.053215538792998,72.90367407847306,Fugit facere omnis aliquam cum dolore atque iusto expedita enim minus temporibus dolor tempora.,Oliver Kakar,Other,56,+919659234268,udantaggarwal@example.com,"92/449, Virk Street, Kishanganj 570302"
FIR100750,Assault,Medium,Pending,2025-10-08,05:02:49,Jogeshwari East,Mumbai,Maharashtra,19.13546559912206,72.85957048114699,Perspiciatis aut quidem id magni beatae inventore ullam recusandae quia illum consequatur nisi debitis.,Jonathan Basak,Other,51,+914414978266,vasudha82@example.com,"H.No. 125, Bhatt Nagar, Vadodara-429069"
FIR100751,Kidnapping,Medium,Active,2025-06-01,01:48:00,Goregaon West Ext,Mumbai,Maharashtra,19.158554683983187,72.8544652837859,Ex magni soluta quidem inventore doloremque accusamus cupiditate.,Farhan Saran,Male,47,+912875857567,vedhika59@example.net,"233, Kade Marg, Kishanganj 620073"
